Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"codegen@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, babel-plugin-codegen@0.86.0"
"community-cli-plugin@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"gradle-plugin@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"normalize-colors@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"virtualized-lists@0.86.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"abort-controller@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"anser@1.4.10","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"ansi-regex@5.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, strip-ansi@6.0.1"
"base64-js@1.5.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, plist@3.1.1, buffer@5.7.1"
"flow-enums-runtime@0.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, metro-config@0.84.4, metro-runtime@0.84.4, metro-source-map@0.84.4, metro-cache@0.84.4, metro-core@0.84.4, metro@0.84.4, metro-symbolicate@0.84.4, ob1@0.84.4, metro-resolver@0.84.4, metro-babel-transformer@0.84.4, metro-cache-key@0.84.4, metro-file-map@0.84.4, metro-transform-plugins@0.84.4, metro-transform-worker@0.84.4, metro-minify-terser@0.84.4"
"hermes-compiler@250829098.0.14","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"memoize-one@5.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"metro-source-map@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, metro@0.84.4, metro-symbolicate@0.84.4, metro-transform-worker@0.84.4"
"nullthrows@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, metro-babel-transformer@0.86.0, codegen@0.86.0, virtualized-lists@0.86.0, metro-source-map@0.84.4, metro@0.84.4, dev-middleware@0.86.0, metro-symbolicate@0.84.4, metro-babel-transformer@0.84.4, metro-file-map@0.84.4, metro-transform-plugins@0.84.4, metro-transform-worker@0.84.4"
"promise@8.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"react-devtools-core@6.1.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"regenerator-runtime@0.13.11","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"scheduler@0.27.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, react-test-renderer@19.2.3"
"tinyglobby@0.2.17","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, codegen@0.86.0, node-gyp@11.5.0, typescript-estree@8.65.0"
"whatwg-fetch@3.6.20","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0"
"yargs@17.7.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-native@0.86.0, jest-cli@29.7.0, codegen@0.86.0, metro@0.84.4"
"react-is@19.2.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"react-test-renderer@19.2.3, core@7.21.10"
"trace-mapping@0.3.31","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"terser-webpack-plugin@5.6.1, generator@7.29.7, remapping@2.3.5, minimizer-webpack-plugin@5.6.1, gen-mapping@0.3.13, reporters@29.7.0, transform@29.7.0, source-map@0.3.11, v8-to-istanbul@9.3.0, source-map@29.6.3"
"terser@5.49.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"terser-webpack-plugin@5.6.1, minimizer-webpack-plugin@5.6.1, metro-minify-terser@0.84.4"
"estree@1.0.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"json-schema@7.0.15","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"ast@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4, wasm-edit@1.14.1, wasm-parser@1.14.1, helper-wasm-section@1.14.1, wasm-gen@1.14.1, wasm-opt@1.14.1, wast-printer@1.14.1"
"wasm-edit@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"wasm-parser@1.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4, wasm-edit@1.14.1, wasm-opt@1.14.1"
"acorn-import-phases@1.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"acorn@8.17.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4, espree@9.6.1, terser@5.49.0, acorn-import-phases@1.0.4, acorn-jsx@5.3.2"
"browserslist@4.28.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4, helper-compilation-targets@7.29.7, core-js-compat@3.49.0, update-browserslist-db@1.2.3"
"chrome-trace-event@1.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"es-module-lexer@2.3.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"eslint-scope@5.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"webpack@5.108.4, eslint-scope-5-internals@5.1.1-v1"
"events@3.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"loader-runner@4.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"mime-db@1.54.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4, compressible@2.0.18"
"minimizer-webpack-plugin@5.6.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"neo-async@2.6.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"tapable@2.3.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4, enhanced-resolve@5.24.3"
"watchpack@2.5.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"webpack-sources@3.5.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"webpack@5.108.4"
"helper-validator-identifier@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"code-frame@7.29.7, helper-module-transforms@7.29.7, types@7.29.7, plugin-transform-modules-systemjs@7.29.7"
"js-tokens@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"code-frame@7.29.7, loose-envify@1.4.0"
"gen-mapping@0.3.13","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"generator@7.29.7, remapping@2.3.5, source-map@0.3.11"
"jsesc@3.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"generator@7.29.7, regjsparser@0.13.2"
"lru-cache@5.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"helper-compilation-targets@7.29.7"
"helper-module-imports@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"helper-module-transforms@7.29.7, plugin-transform-async-to-generator@7.29.7, plugin-transform-react-jsx@7.29.7, plugin-transform-runtime@7.29.7"
"helper-globals@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"traverse@7.29.7, plugin-transform-classes@7.29.7"
"helper-string-parser@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"types@7.29.7"
"ms@2.1.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"debug@4.4.3, send@1.2.1"
"helper-skip-transparent-expression-wrappers@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-bugfix-safari-rest-destructuring-rhs-array@7.29.7, plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.29.7, plugin-transform-for-of@7.29.7, plugin-transform-optional-chaining@7.29.7, plugin-transform-spread@7.29.7, plugin-transform-typescript@7.29.7, helper-create-class-features-plugin@7.29.7"
"helper-create-regexp-features-plugin@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-syntax-unicode-sets-regex@7.18.6, plugin-transform-dotall-regex@7.29.7, plugin-transform-duplicate-named-capturing-groups-regex@7.29.7, plugin-transform-named-capturing-groups-regex@7.29.7, plugin-transform-regexp-modifiers@7.29.7, plugin-transform-unicode-property-regex@7.29.7, plugin-transform-unicode-regex@7.29.7, plugin-transform-unicode-sets-regex@7.29.7"
"helper-remap-async-to-generator@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-transform-async-generator-functions@7.29.7, plugin-transform-async-to-generator@7.29.7"
"helper-create-class-features-plugin@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-transform-class-properties@7.29.7, plugin-transform-class-static-block@7.29.7, plugin-transform-private-methods@7.29.7, plugin-transform-private-property-in-object@7.29.7, plugin-transform-typescript@7.29.7"
"helper-annotate-as-pure@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-transform-classes@7.29.7, plugin-transform-private-property-in-object@7.29.7, plugin-transform-react-jsx@7.29.7, plugin-transform-typescript@7.29.7, helper-create-regexp-features-plugin@7.29.7, helper-remap-async-to-generator@7.29.7, helper-create-class-features-plugin@7.29.7"
"helper-replace-supers@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-transform-classes@7.29.7, plugin-transform-object-super@7.29.7, helper-create-class-features-plugin@7.29.7"
"helper-define-polyfill-provider@0.6.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-plugin-polyfill-corejs2@0.4.17, babel-plugin-polyfill-corejs3@0.14.2, babel-plugin-polyfill-regenerator@0.6.8"
"punycode@2.3.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ajv-formats-draft2019@1.6.1, uri-js@4.4.1"
"schemes@1.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ajv-formats-draft2019@1.6.1"
"smtp-address-parser@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ajv-formats-draft2019@1.6.1"
"uri-js@4.4.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"ajv-formats-draft2019@1.6.1"
"fast-uri@3.1.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"ajv@8.20.0"
"json-schema-traverse@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ajv@8.20.0"
"require-from-string@2.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ajv@8.20.0"
"bindings@1.5.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"libxmljs2@0.37.0"
"nan@2.22.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"libxmljs2@0.37.0"
"node-gyp@11.5.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"libxmljs2@0.37.0"
"prebuild-install@7.1.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"libxmljs2@0.37.0"
"hosted-git-info@9.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"normalize-package-data@8.0.0"
"validate-npm-package-license@3.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"normalize-package-data@8.0.0"
"spdx-exceptions@2.5.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","CC-BY-3.0",No,"spdx-expression-parse@4.0.0"
"spdx-license-ids@3.0.23","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","CC0-1.0",No,"spdx-expression-parse@4.0.0, spdx-correct@3.2.0"
"dom@2.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"xmlbuilder2@4.0.3"
"infra@2.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"xmlbuilder2@4.0.3, dom@2.0.2, url@3.0.0"
"util@10.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"xmlbuilder2@4.0.3, dom@2.0.2, infra@2.0.2, url@3.0.0"
"fast-glob@3.3.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-config-android@20.1.0, cli-clean@20.1.0, cli-config@20.1.0, tools-workspaces@0.2.3, cli-config-apple@20.1.0"
"fast-xml-parser@4.5.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-config-android@20.1.0, cli-platform-apple@20.1.0"
"sudo-prompt@9.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-tools@20.1.0"
"appdirsjs@1.2.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-tools@20.1.0"
"launch-editor@2.14.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-tools@20.1.0"
"mime@2.6.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-tools@20.1.0"
"get-stream@6.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"execa@5.1.1"
"human-signals@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"execa@5.1.1"
"is-stream@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"execa@5.1.1"
"merge-stream@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"execa@5.1.1, jest-worker@29.7.0"
"npm-run-path@4.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"execa@5.1.1"
"onetime@5.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"execa@5.1.1, restore-cursor@3.1.0"
"signal-exit@3.0.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"execa@5.1.1, restore-cursor@3.1.0, write-file-atomic@4.0.2"
"strip-final-newline@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"execa@5.1.1"
"ansi-fragments@0.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"logkitty@0.7.1"
"dayjs@1.11.21","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"logkitty@0.7.1"
"cli-config-apple@20.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-platform-apple@20.1.0"
"cosmiconfig@9.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-config@20.1.0"
"joi@17.13.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"cli-config@20.1.0"
"command-exists@1.2.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-doctor@20.1.0"
"envinfo@7.21.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-doctor@20.1.0"
"node-stream-zip@1.15.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-doctor@20.1.0"
"wcwidth@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-doctor@20.1.0, ora@5.4.1"
"yaml@2.9.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"cli-doctor@20.1.0, metro-config@0.84.4"
"body-parser@1.20.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-server-api@20.1.0"
"compression@1.8.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-server-api@20.1.0"
"connect@3.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-server-api@20.1.0, metro-config@0.84.4, metro@0.84.4, dev-middleware@0.86.0"
"errorhandler@1.5.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-server-api@20.1.0"
"nocache@3.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-server-api@20.1.0"
"serve-static@1.16.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-server-api@20.1.0, dev-middleware@0.86.0"
"locate-path@6.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"find-up@5.0.0"
"path-exists@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"find-up@5.0.0"
"kleur@3.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prompts@2.4.2"
"sisteransi@1.0.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prompts@2.4.2"
"plist@3.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"plugin-syntax-flow@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-transform-flow-strip-types@7.29.7, babel-plugin-transform-flow-enums@0.0.2"
"plugin-syntax-jsx@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-transform-react-jsx@7.29.7, preset-typescript@7.29.7, jest-snapshot@29.7.0"
"plugin-syntax-typescript@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plugin-transform-typescript@7.29.7, babel-plugin-const-enum@1.2.0, jest-snapshot@29.7.0"
"hermes-parser@0.36.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"babel-plugin-syntax-hermes-parser@0.36.0, metro-babel-transformer@0.86.0, codegen@0.86.0"
"eslint-scope-5-internals@5.1.1-v1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-parser@7.29.7"
"eslint-visitor-keys@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"eslint-parser@7.29.7"
"scope-manager@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin@8.65.0, parser@8.65.0, utils@8.65.0"
"type-utils@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin@8.65.0"
"utils@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin@8.65.0, eslint-plugin-jest@29.15.5, type-utils@8.65.0"
"visitor-keys@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin@8.65.0, parser@8.65.0, scope-manager@8.65.0, typescript-estree@8.65.0"
"ignore@7.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin@8.65.0"
"ts-api-utils@2.5.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin@8.65.0, type-utils@8.65.0, typescript-estree@8.65.0"
"types@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"parser@8.65.0, scope-manager@8.65.0, type-utils@8.65.0, utils@8.65.0, visitor-keys@8.65.0, typescript-estree@8.65.0, project-service@8.65.0"
"typescript-estree@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"parser@8.65.0, type-utils@8.65.0, utils@8.65.0"
"string-natural-compare@3.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-ft-flow@2.0.3"
"zod-validation-error@4.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react-hooks@7.1.1"
"zod@4.4.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react-hooks@7.1.1, zod-validation-error@4.0.2"
"eslint-plugin-react-native-globals@0.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react-native@5.0.0"
"array-includes@3.1.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5, jsx-ast-utils@3.3.5"
"array.prototype.findlast@1.2.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"array.prototype.flatmap@1.3.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5, node-exports-info@1.6.2"
"array.prototype.tosorted@1.1.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"es-iterator-helpers@1.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"estraverse@5.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-2-Clause",No,"eslint-plugin-react@7.37.5, esquery@1.7.0, esrecurse@4.3.0"
"hasown@2.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5, es-abstract@1.24.2, get-intrinsic@1.3.0, es-shim-unscopables@1.1.0, es-set-tostringtag@2.1.0, internal-slot@1.1.0, is-core-module@2.16.2, function.prototype.name@1.2.0, is-regex@1.2.1"
"jsx-ast-utils@3.3.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"object.entries@1.1.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5, node-exports-info@1.6.2"
"object.fromentries@2.0.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"object.values@1.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5, jsx-ast-utils@3.3.5"
"prop-types@15.8.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"string.prototype.matchall@4.0.12","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"string.prototype.repeat@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"eslint-plugin-react@7.37.5"
"jest-validate@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.84.4, core@29.7.0, jest-cli@29.7.0, jest-config@29.7.0, jest-resolve@29.7.0"
"metro-cache@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.84.4, metro@0.84.4, metro-transform-worker@0.84.4"
"metro-core@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.84.4, community-cli-plugin@0.86.0, metro-cache@0.84.4, metro@0.84.4"
"metro@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-config@0.84.4, types-bundle-config@1.0.0, community-cli-plugin@0.86.0, metro-transform-worker@0.84.4"
"color-convert@2.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"color@4.2.3, ansi-styles@4.3.0"
"color-string@1.9.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"color@4.2.3"
"routers@7.6.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.21.10"
"query-string@7.1.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.21.10"
"tools-packages@0.1.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"config@0.9.0"
"types-plugin-cyclic-dependencies@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-plugin-cyclic-dependencies-detector@3.0.0, types-bundle-config@1.0.0"
"types-plugin-duplicates-checker@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-plugin-duplicates-checker@4.0.0, types-bundle-config@1.0.0"
"types-plugin-typescript@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-plugin-typescript@0.6.1, types-bundle-config@1.0.0"
"typescript-service@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-plugin-typescript@0.6.1"
"types-metro-serializer-esbuild@1.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-serializer-esbuild@0.4.1, types-bundle-config@1.0.0"
"esbuild-plugin-lodash@1.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-serializer-esbuild@0.4.1"
"esbuild@0.28.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-serializer-esbuild@0.4.1"
"node-fetch@2.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"tools-shell@0.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"tools-android@0.2.2, tools-apple@0.2.3"
"bl@4.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ora@5.4.1, tar-stream@2.2.0"
"cli-cursor@3.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ora@5.4.1"
"cli-spinners@2.9.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ora@5.4.1"
"is-interactive@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ora@5.4.1"
"is-unicode-supported@0.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ora@5.4.1, log-symbols@4.1.0"
"log-symbols@4.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"ora@5.4.1"
"dijkstrajs@1.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"qrcode@1.5.4"
"pngjs@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"qrcode@1.5.4"
