Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"core@7.29.7","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"preset-env@7.29.7","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"runtime@7.29.7","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"cyclonedx-npm@6.0.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"async-storage@3.1.1","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"cli-platform-android@20.1.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"cli-platform-ios@20.1.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"cli@20.1.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"masked-view@0.3.2","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"material-design-icons@13.1.2","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"babel-preset@0.86.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"eslint-config@0.86.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"metro-config@0.86.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"new-app-screen@0.86.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"typescript-config@0.86.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"bottom-tabs@7.18.13","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"devtools@7.1.10","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"drawer@7.13.4","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"elements@2.9.35","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"material-top-tabs@7.6.12","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"native-stack@7.18.5","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"native@7.3.13","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"babel-preset-metro-react-native@4.0.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"cli@2.0.2","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"metro-config@2.2.4","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"metro-resolver-symlinks@0.3.1","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"controls-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"file-system-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"metro@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"mmkv-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"network-activity-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"overlay-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"performance-monitor-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-navigation-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"redux-devtools-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"require-profiler-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"rhf-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"sqlite-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"storage-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"tanstack-query-plugin@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"web@1.13.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","Unknown",No,Direct
"react-native@8.20.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"jest@29.5.14","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-test-renderer@19.1.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react@19.2.17","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"babel-loader@10.1.1","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"eslint@8.57.1","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"jest@29.7.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"prettier@2.8.8","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-gesture-handler@3.1.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-nitro-fetch@1.5.3","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-nitro-modules@0.36.1","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-paper@5.15.3","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-reanimated@4.5.3","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-safe-area-context@5.8.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-screens@4.26.2","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-svg@15.15.5","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-test-app@5.4.5","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native-worklets@0.11.1","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-native@0.86.0","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react-test-renderer@19.2.3","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"react@19.2.3","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"terser-webpack-plugin@5.6.1","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"typescript@5.9.3","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"webpack@5.108.4","npm - direct","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Direct
"code-frame@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, template@7.29.7, traverse@7.29.7, metro@0.84.4, jest-message-util@29.7.0, parse-json@5.2.0"
"generator@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, react-native-worklets@0.11.1, traverse@7.29.7, metro@0.84.4, jest-snapshot@29.7.0, metro-transform-plugins@0.84.4, metro-transform-worker@0.84.4"
"helper-compilation-targets@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, preset-env@7.29.7, plugin-transform-classes@7.29.7, plugin-transform-function-name@7.29.7, plugin-transform-object-rest-spread@7.29.7, helper-define-polyfill-provider@0.6.8"
"helper-module-transforms@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, plugin-transform-modules-amd@7.29.7, plugin-transform-modules-commonjs@7.29.7, plugin-transform-modules-systemjs@7.29.7, plugin-transform-modules-umd@7.29.7"
"helpers@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7"
"parser@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, generator@7.29.7, template@7.29.7, traverse@7.29.7, eslint-plugin-react-hooks@7.1.1, codegen@0.86.0, metro@0.84.4, metro-transform-worker@0.84.4, istanbul-lib-instrument@6.0.3, babel__core@7.20.5, babel__template@7.4.4"
"template@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, helpers@7.29.7, traverse@7.29.7, plugin-transform-computed-properties@7.29.7, metro@0.84.4, helper-wrap-function@7.29.7, metro-transform-plugins@0.84.4, babel-plugin-jest-hoist@29.6.3"
"traverse@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, react-native-worklets@0.11.1, helper-module-transforms@7.29.7, plugin-bugfix-firefox-class-in-computed-class-key@7.29.7, plugin-bugfix-v8-static-class-fields-redefine-readonly@7.29.7, plugin-transform-async-generator-functions@7.29.7, plugin-transform-classes@7.29.7, plugin-transform-destructuring@7.29.7, plugin-transform-function-name@7.29.7, plugin-transform-modules-systemjs@7.29.7, plugin-transform-object-rest-spread@7.29.7, babel-plugin-codegen@0.86.0, babel-plugin-const-enum@1.2.0, metro-source-map@0.84.4, helper-module-imports@7.29.7, helper-skip-transparent-expression-wrappers@7.29.7, helper-remap-async-to-generator@7.29.7, helper-create-class-features-plugin@7.29.7, helper-replace-supers@7.29.7, metro@0.84.4, helper-wrap-function@7.29.7, helper-member-expression-to-functions@7.29.7, metro-transform-plugins@0.84.4"
"types@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, react-native-worklets@0.11.1, generator@7.29.7, helpers@7.29.7, parser@7.29.7, template@7.29.7, traverse@7.29.7, preset-modules@0.1.6-no-external-plugins, plugin-transform-react-jsx@7.29.7, metro-source-map@0.84.4, helper-module-imports@7.29.7, helper-skip-transparent-expression-wrappers@7.29.7, helper-annotate-as-pure@7.29.7, metro@0.84.4, jest-snapshot@29.7.0, helper-wrap-function@7.29.7, helper-member-expression-to-functions@7.29.7, helper-optimise-call-expression@7.29.7, metro-transform-worker@0.84.4, babel__core@7.20.5, babel__generator@7.27.0, babel__template@7.4.4, babel__traverse@7.28.0, babel-plugin-jest-hoist@29.6.3"
"remapping@2.3.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7"
"convert-source-map@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, react-native-worklets@0.11.1, transform@29.7.0, v8-to-istanbul@9.3.0"
"debug@4.4.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7, eslint@8.57.1, traverse@7.29.7, parser@8.65.0, eslintrc@2.1.4, config-array@0.13.0, community-cli-plugin@0.86.0, helper-define-polyfill-provider@0.6.8, type-utils@8.65.0, typescript-estree@8.65.0, metro@0.84.4, express@5.2.1, dev-middleware@0.86.0, project-service@8.65.0, https-proxy-agent@7.0.6, metro-file-map@0.84.4, router@2.2.0, send@1.2.1, istanbul-lib-source-maps@4.0.1, debugger-shell@0.86.0, http-proxy-agent@7.0.2, socks-proxy-agent@8.0.5"
"gensync@1.0.0-beta.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7"
"json5@2.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@7.29.7"
"semver@6.3.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"core@7.29.7, preset-env@7.29.7, helper-compilation-targets@7.29.7, babel-plugin-polyfill-corejs2@0.4.17, plugin-transform-runtime@7.29.7, eslint-parser@7.29.7, eslint-plugin-react@7.37.5, helper-create-regexp-features-plugin@7.29.7, helper-create-class-features-plugin@7.29.7, node-exports-info@1.6.2"
"compat-data@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, helper-compilation-targets@7.29.7, babel-plugin-polyfill-corejs2@0.4.17"
"helper-plugin-utils@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, plugin-bugfix-firefox-class-in-computed-class-key@7.29.7, plugin-bugfix-safari-class-field-initializer-scope@7.29.7, plugin-bugfix-safari-id-destructuring-collision-in-function-expression@7.29.7, plugin-bugfix-safari-rest-destructuring-rhs-array@7.29.7, plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.29.7, plugin-bugfix-v8-static-class-fields-redefine-readonly@7.29.7, plugin-syntax-import-assertions@7.29.7, plugin-syntax-import-attributes@7.29.7, plugin-syntax-unicode-sets-regex@7.18.6, plugin-transform-arrow-functions@7.29.7, plugin-transform-async-generator-functions@7.29.7, plugin-transform-async-to-generator@7.29.7, plugin-transform-block-scoped-functions@7.29.7, plugin-transform-block-scoping@7.29.7, plugin-transform-class-properties@7.29.7, plugin-transform-class-static-block@7.29.7, plugin-transform-classes@7.29.7, plugin-transform-computed-properties@7.29.7, plugin-transform-destructuring@7.29.7, plugin-transform-dotall-regex@7.29.7, plugin-transform-duplicate-keys@7.29.7, plugin-transform-duplicate-named-capturing-groups-regex@7.29.7, plugin-transform-dynamic-import@7.29.7, plugin-transform-explicit-resource-management@7.29.7, plugin-transform-exponentiation-operator@7.29.7, plugin-transform-export-namespace-from@7.29.7, plugin-transform-for-of@7.29.7, plugin-transform-function-name@7.29.7, plugin-transform-json-strings@7.29.7, plugin-transform-literals@7.29.7, plugin-transform-logical-assignment-operators@7.29.7, plugin-transform-member-expression-literals@7.29.7, plugin-transform-modules-amd@7.29.7, plugin-transform-modules-commonjs@7.29.7, plugin-transform-modules-systemjs@7.29.7, plugin-transform-modules-umd@7.29.7, plugin-transform-named-capturing-groups-regex@7.29.7, plugin-transform-new-target@7.29.7, plugin-transform-nullish-coalescing-operator@7.29.7, plugin-transform-numeric-separator@7.29.7, plugin-transform-object-rest-spread@7.29.7, plugin-transform-object-super@7.29.7, plugin-transform-optional-catch-binding@7.29.7, plugin-transform-optional-chaining@7.29.7, plugin-transform-parameters@7.29.7, plugin-transform-private-methods@7.29.7, plugin-transform-private-property-in-object@7.29.7, plugin-transform-property-literals@7.29.7, plugin-transform-regenerator@7.29.7, plugin-transform-regexp-modifiers@7.29.7, plugin-transform-reserved-words@7.29.7, plugin-transform-shorthand-properties@7.29.7, plugin-transform-spread@7.29.7, plugin-transform-sticky-regex@7.29.7, plugin-transform-template-literals@7.29.7, plugin-transform-typeof-symbol@7.29.7, plugin-transform-unicode-escapes@7.29.7, plugin-transform-unicode-property-regex@7.29.7, plugin-transform-unicode-regex@7.29.7, plugin-transform-unicode-sets-regex@7.29.7, preset-modules@0.1.6-no-external-plugins, plugin-proposal-export-default-from@7.29.7, plugin-syntax-dynamic-import@7.8.3, plugin-syntax-export-default-from@7.29.7, plugin-syntax-nullish-coalescing-operator@7.8.3, plugin-syntax-optional-chaining@7.8.3, plugin-transform-flow-strip-types@7.29.7, plugin-transform-react-display-name@7.29.7, plugin-transform-react-jsx-self@7.29.7, plugin-transform-react-jsx-source@7.29.7, plugin-transform-react-jsx@7.29.7, plugin-transform-runtime@7.29.7, plugin-transform-typescript@7.29.7, babel-plugin-const-enum@1.2.0, preset-typescript@7.29.7, helper-define-polyfill-provider@0.6.8, plugin-syntax-flow@7.29.7, plugin-syntax-jsx@7.29.7, plugin-syntax-typescript@7.29.7, babel-plugin-istanbul@6.1.1, plugin-syntax-async-generators@7.8.4, plugin-syntax-bigint@7.8.3, plugin-syntax-class-properties@7.12.13, plugin-syntax-class-static-block@7.14.5, plugin-syntax-import-meta@7.10.4, plugin-syntax-json-strings@7.8.3, plugin-syntax-logical-assignment-operators@7.10.4, plugin-syntax-numeric-separator@7.10.4, plugin-syntax-object-rest-spread@7.8.3, plugin-syntax-optional-catch-binding@7.8.3, plugin-syntax-private-property-in-object@7.14.5, plugin-syntax-top-level-await@7.14.5"
"helper-validator-option@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, helper-compilation-targets@7.29.7, preset-typescript@7.29.7"
"plugin-bugfix-firefox-class-in-computed-class-key@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-bugfix-safari-class-field-initializer-scope@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-bugfix-safari-id-destructuring-collision-in-function-expression@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-bugfix-safari-rest-destructuring-rhs-array@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-bugfix-v8-static-class-fields-redefine-readonly@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-proposal-private-property-in-object@7.21.0-placeholder-for-preset-env.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-syntax-import-assertions@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-syntax-import-attributes@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset-current-node-syntax@1.2.0"
"plugin-syntax-unicode-sets-regex@7.18.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-arrow-functions@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, react-native-worklets@0.11.1"
"plugin-transform-async-generator-functions@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-async-to-generator@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-block-scoped-functions@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-block-scoping@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-class-properties@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0, react-native-worklets@0.11.1"
"plugin-transform-class-static-block@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-classes@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0, react-native-worklets@0.11.1"
"plugin-transform-computed-properties@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-destructuring@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0, plugin-transform-explicit-resource-management@7.29.7, plugin-transform-object-rest-spread@7.29.7"
"plugin-transform-dotall-regex@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-duplicate-keys@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-duplicate-named-capturing-groups-regex@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-dynamic-import@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-explicit-resource-management@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-exponentiation-operator@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-export-namespace-from@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-for-of@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-function-name@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-json-strings@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-literals@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-logical-assignment-operators@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-member-expression-literals@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-modules-amd@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-modules-commonjs@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0, preset-typescript@7.29.7"
"plugin-transform-modules-systemjs@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-modules-umd@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-named-capturing-groups-regex@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-new-target@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-nullish-coalescing-operator@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0, react-native-worklets@0.11.1"
"plugin-transform-numeric-separator@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-object-rest-spread@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-object-super@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-optional-catch-binding@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-optional-chaining@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0, react-native-worklets@0.11.1, plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.29.7"
"plugin-transform-parameters@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, plugin-transform-object-rest-spread@7.29.7"
"plugin-transform-private-methods@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-private-property-in-object@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-property-literals@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-regenerator@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0"
"plugin-transform-regexp-modifiers@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-reserved-words@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-shorthand-properties@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, react-native-worklets@0.11.1"
"plugin-transform-spread@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-sticky-regex@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-template-literals@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, react-native-worklets@0.11.1"
"plugin-transform-typeof-symbol@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-unicode-escapes@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-unicode-property-regex@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"plugin-transform-unicode-regex@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-preset@0.86.0, react-native-worklets@0.11.1"
"plugin-transform-unicode-sets-regex@7.29.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"preset-modules@0.1.6-no-external-plugins","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"babel-plugin-polyfill-corejs2@0.4.17","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, plugin-transform-runtime@7.29.7"
"babel-plugin-polyfill-corejs3@0.14.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7"
"babel-plugin-polyfill-regenerator@0.6.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, plugin-transform-runtime@7.29.7"
"core-js-compat@3.49.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"preset-env@7.29.7, babel-plugin-polyfill-corejs3@0.14.2"
"cyclonedx-library@10.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","Apache-2.0",No,"cyclonedx-npm@6.0.0"
"ajv-formats-draft2019@1.6.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0, cyclonedx-library@10.1.0"
"ajv-formats@3.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0, cyclonedx-library@10.1.0"
"ajv@8.20.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cyclonedx-npm@6.0.0, react-native-test-app@5.4.5, cyclonedx-library@10.1.0, ajv-formats-draft2019@1.6.1, ajv-formats@3.0.1, ajv-keywords@5.1.0"
